product_id,sku,name,description,features,material,length_mm,dimensions,capacity,weight_kg,corrosion_resistant,uom,country_of_manufacture,category_id,timestamp,processed_timestamp
4180-0605-XE,4180-0605-XE,4180-0605-XE Bottom front inset bracket for 3135EC,Each kit comes with two face frame brackets and two flat head screws. Cabinet mounting screws are not included in this kit and must be purchased separately.,,,,{'length_mm': [605]},,,False,Kit,,13.0,2025-11-17 09:32:36.144414,2025-11-17T09:40:42.470026
4180-0656-XE,4180-0656-XE,4180-0656-XE Rear bracket kit for 3135EC,"The bracket is attached to the back of the cabinet and has an adjustable sliding fit, simply slide the bracket into the back of the slide then screw the bracket into the back of the cabinet.",,,,{'length_mm': [656]},,,False,Kit,,13.0,2025-11-17 09:32:36.144454,2025-11-17T09:40:42.470026
4180-0568-XE,4180-0568-XE,Drill jig 4180-0568-XE,"This lightweight and compact product is a simple way to accurately drill holes in the right place. Helping to achieve seamless installation for lever-disconnect assemblies, drawer hooks, front face frame holes, and front side mounts (37mm).",,,,"{'length_mm': [37.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Each,,13.0,2025-11-17 09:32:36.144495,2025-11-17T09:40:42.470026
4180-0603-XE,4180-0603-XE,Tool kit for 3135EC installation 4180-0603-XE,"All the tools you will need to drill and pre-drill holes and mounting locations for your frames and fixtures. The kit includes a drill bit, drill extension, a Phillips Point screwdriver bit, a brad point drill bit, 1x stop collar and 1x HSS spring-loaded self-centering drill bit.","The kit includes: 3/32” Drill Bit: This bit works with the Accuride Drilling Jig (4180-0568-XE) to pre-drill holes for disconnect levers. 4 + ¾” Drill Extension: Paired with the 3/32” Drill Bit, this extension improves access when pre-drilling disconnect lever holes at the required 10-degree angle. #2 x 4” Phillips Point Screwdriver Bit: The length on this bit gives installers better access when installing the screws for the disconnect levers. ¼” Brad Point Drill Bit: This bit is designed for drilling the hook holes in the back of the drawer. If used with the Accuride Drilling Jig, no measuring is required. ¼” Stop Collar: Used with the ¼” Brad Point Drill Bit, this sets the depth for the drawer-hook holes and prevents over-drilling. 5/64” HSS Spring-Loaded Self-Centering Drill Bit: This component fits the wood screw holes of the Eclipse products and ensures pre-drilled holes for the cabinet member are centered properly.",,,{'length_mm': [603]},,,False,Kit,,13.0,2025-11-17 09:32:36.144604,2025-11-17T09:40:42.470026
4180-0747-XE,4180-0747-XE,Disconnect levers 4180-0747-XE,Making installation quicker and hassle free. Allowing for easy disassembly and reinstallation of the drawers. Each pack includes two disconnect levers and four Philips pan head screws.,,,,{'length_mm': [747]},,,False,Kit,,13.0,2025-11-17 09:32:36.144643,2025-11-17T09:40:42.470026
DZHAN3-2,DZHAN3-2,2x Locking Bars Zinc Plated Mild Steel DZHAN3-2,"Order a pair of locking bars, length dependant on drawer width: 500mm long locking bars for applications up to 1122mm wide 750mm long locking bars for applications up to 1622mm wide","DZ - Zinc plated mild steel Order a pair of locking bars, length dependant on drawer width 500mm long locking bars for application upto 1122mm wide 750mm long locking bars for application upto 1622mm wide Corrosion Resistant Light weight and easy to install & suitable for use with slides of 17.5mm thickness and above Life time guarantee: it's Quick Ship slides against defects in material and workmanship. Please Read more under Help and policy section.",,,"{'length_mm': [500.0, 1122.0, 750.0, 1622.0, 500.0, 1122.0, 750.0, 1622.0, 17.5], 'thickness_mm': [], 'extension_percent': []}",,,False,Kit,,13.0,2025-11-17 09:32:36.144714,2025-11-17T09:40:42.470026
DZHAN3-0100-2,DZHAN3-0100-2,2x Locking Bars Zinc Plated Mild Steel 1.0m DZHAN3-0100-2,,,,17403.0,{'length_mm': [100]},,0.615,False,,,,2025-11-17 09:32:36.144738,2025-11-17T09:40:42.470026
DZHAN3-0150-2,DZHAN3-0150-2,2x Locking Bars Zinc Plated Mild Steel 1.5m DZHAN3-0150-2,,,,17418.0,{'length_mm': [150]},,0.926,False,,,,2025-11-17 09:32:36.144760,2025-11-17T09:40:42.470026
DZHAN3-0100-2,DZHAN3-0100-2,2x Locking Bars Zinc Plated Mild Steel 1.0m DZHAN3-0100-2,,,,17403.0,{'length_mm': [100]},,,False,Kit,,,2025-11-17 09:32:36.144785,2025-11-17T09:40:42.470026
DZHAN3-0150-2,DZHAN3-0150-2,2x Locking Bars Zinc Plated Mild Steel 1.5m DZHAN3-0150-2,,,,17418.0,{'length_mm': [150]},,,False,Kit,,,2025-11-17 09:32:36.144810,2025-11-17T09:40:42.470026
DZ3932EC,DZ3932EC,Soft Close Medium Duty Slide DZ3932-EC,"The DZ3932-EC soft close drawer slide: the perfect movement solution for delicate equipment and noise-sensitive environments. With the ability to support loads of up to 68kg and drawer widths of up to 91cm, the DZ3932-EC cabinet drawer slide is a popular choice for vending machines, tobacco kiosks and under bed storage drawers. The easy close feature of the DZ3932-EC allows the slide to close slowly and softly. Often also referred to as soft close, this feature makes this slide particularly well suited to domestic furniture, archive storage and under stair storage. For under stair or under bed storage, the full extension feature allows for uninhibited access to previously unused space, whilst the easy close (soft close) feature softens the closing of the drawer and protects any delicate items within the drawers. This smooth running and reliable slide is a suitable medium duty alternative to our popular light duty 3832 cabinet slide. Both slides have the same cross section, which means that the DZ3932EC can be used alongside (or instead of) its light duty counterpart for heavier or wider drawers. Easy installation and maintenance. The front disconnect feature makes the slide easier to install, and also means that the user can detach the slide during use if necessary, for example for maintenance.","Medium duty slide, able to support loads of up to 68kg Suitable for use with (or as a replacement for) the light duty 3832-EC-B soft close slide, due to similar slide cross-section Soft close feature (also called easy close) slows the closing action of the slide for a controlled, smooth slide closure 100% extension for easy and uninhibited access to the drawer?s contents Suitable for delicate objects and sounds-sensitive environments, like pharmacies, domestic environments and archives Front lever disconnect, for easy installation and maintenance Not suitable for flat mounting",,,"{'length_mm': [910.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,61.0,2025-11-17 09:32:36.144963,2025-11-17T09:40:42.470026
DZ3932-0030EC,DZ3932-0030EC,Soft Close Medium Duty Slide 300mm - DZ3932-EC,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,0.97,False,,,,2025-11-17 09:32:36.144984,2025-11-17T09:40:42.470026
DZ3932-0035EC,DZ3932-0035EC,Soft Close Medium Duty Slide 350mm - DZ3932-EC,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,1.2,False,,,,2025-11-17 09:32:36.145008,2025-11-17T09:40:42.470026
DZ3932-0040EC,DZ3932-0040EC,Soft Close Medium Duty Slide 400mm - DZ3932-EC,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,1.42,False,,,,2025-11-17 09:32:36.145028,2025-11-17T09:40:42.470026
DZ3932-0045EC,DZ3932-0045EC,Soft Close Medium Duty Slide 450mm - DZ3932-EC,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,1.66,False,,,,2025-11-17 09:32:36.145048,2025-11-17T09:40:42.470026
DZ3932-0050EC,DZ3932-0050EC,Soft Close Medium Duty Slide 500mm - DZ3932-EC,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,1.9,False,,,,2025-11-17 09:32:36.145068,2025-11-17T09:40:42.470026
DZ3932-0055EC,DZ3932-0055EC,Soft Close Medium Duty Slide 550mm - DZ3932-EC,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,2.11,False,,,,2025-11-17 09:32:36.145088,2025-11-17T09:40:42.470026
DZ3932-0060EC,DZ3932-0060EC,Soft Close Medium Duty Slide 600mm - DZ3932-EC,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,2.34,False,,,,2025-11-17 09:32:36.145108,2025-11-17T09:40:42.470026
DZ3932-0065EC,DZ3932-0065EC,Soft Close Medium Duty Slide 650mm - DZ3932-EC,,,,17412.0,"{'length_mm': [650.0], 'thickness_mm': [], 'extension_percent': []}",,2.58,False,,,,2025-11-17 09:32:36.145127,2025-11-17T09:40:42.470026
DZ3932-0070EC,DZ3932-0070EC,Soft Close Medium Duty Slide 700mm - DZ3932-EC,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,2.8,False,,,,2025-11-17 09:32:36.145147,2025-11-17T09:40:42.470026
DZ3932-0030EC,DZ3932-0030EC,Soft Close Medium Duty Slide 300mm - DZ3932-EC,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145172,2025-11-17T09:40:42.470026
DZ3932-0035EC,DZ3932-0035EC,Soft Close Medium Duty Slide 350mm - DZ3932-EC,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145196,2025-11-17T09:40:42.470026
DZ3932-0040EC,DZ3932-0040EC,Soft Close Medium Duty Slide 400mm - DZ3932-EC,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145220,2025-11-17T09:40:42.470026
DZ3932-0045EC,DZ3932-0045EC,Soft Close Medium Duty Slide 450mm - DZ3932-EC,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145244,2025-11-17T09:40:42.470026
DZ3932-0050EC,DZ3932-0050EC,Soft Close Medium Duty Slide 500mm - DZ3932-EC,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145268,2025-11-17T09:40:42.470026
DZ3932-0055EC,DZ3932-0055EC,Soft Close Medium Duty Slide 550mm - DZ3932-EC,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145292,2025-11-17T09:40:42.470026
DZ3932-0060EC,DZ3932-0060EC,Soft Close Medium Duty Slide 600mm - DZ3932-EC,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145316,2025-11-17T09:40:42.470026
DZ3932-0065EC,DZ3932-0065EC,Soft Close Medium Duty Slide 650mm - DZ3932-EC,,,,17412.0,"{'length_mm': [650.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145340,2025-11-17T09:40:42.470026
DZ3932-0070EC,DZ3932-0070EC,Soft Close Medium Duty Slide 700mm - DZ3932-EC,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145364,2025-11-17T09:40:42.470026
DZ3932,DZ3932,Medium Duty Full Extension Cabinet Drawer Slide DZ3932,"The DZ3932 full extension telescopic slide: a versatile medium duty drawer slide for applications ranging from hospital trolleys to server racks. If you are looking for a slide with some of the same classic features as our popular 3832 cabinet drawer slide, but need it to be able to support weights of up to 68kg, then this is the right product for your application. The DZ3932 has all the same features as its light duty 3832 counterpart, but with the ability to support loads of up to 68kg instead of 50kg. Both slides have the same cross section, which means that the medium duty DZ3932 telescopic slide can be used alongside (or instead of) its light-duty counterpart for heavier or wider drawers. Please note that the DZ3932 slide cannot be used with any of the clip on brackets suitable for the 3832 slide. A versatile medium duty slide, suitable for a range of applications This classic medium duty slide is suitable for an endless list of applications, from under bed storage drawers to server racks. With the ability to support loads of up to 68kg and drawer widths of up to 91cm, the DZ3932 cabinet drawer slide is a popular choice for domestic furniture and medical trolleys. The full extension feature gives users easy access to the very back of the drawer, making it easy to see and select the drawer's contents. The hold-in and 100% extension features of the DZ3932 also means that the slide is well suited to the servers, racks and enclosures market. The hold-in feature keeps the racks securely held in place, which reduces the risk of damage, and the ability to pull the slide out to full extension makes maintenance much easier. Easy installation The 3932 drawer slide is designed for easy installation. The front lever disconnect means that the user can easily remove the slide from the cabinet when required. Does your application require an easy close function? For applications which require the telescopic slide to close slowly and softly, see our easy close (also referred to as soft close) version of this product, the DZ3932EC.","Medium duty slide, with the ability to support loads of up to 68kg per pair of slides Front disconnect feature makes drawer assembly easy Full extension feature for easy access to the back of the drawer or application Hold-in feature to ensure the drawer stays closed until an additional force is applied Suitable for use with (or as a replacement for) the light duty 3832 cabinet slide, due to similar slide cross-section. Not suitable for use with 3832 slide brackets Suitable for cabinet hardware, under stair storage and server racks Easy-close (soft-close) version available, see alternative DZ3932-EC product",,,"{'length_mm': [910.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,61.0,2025-11-17 09:32:36.145576,2025-11-17T09:40:42.470026
DZ3932-0025,DZ3932-0025,Medium Duty Full Extension Cabinet Drawer Slide 250mm - DZ3932,,,,17385.0,"{'length_mm': [250.0], 'thickness_mm': [], 'extension_percent': []}",,1.07,False,,,,2025-11-17 09:32:36.145599,2025-11-17T09:40:42.470026
DZ3932-0030,DZ3932-0030,Medium Duty Full Extension Cabinet Drawer Slide 300mm - DZ3932,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,1.3,False,,,,2025-11-17 09:32:36.145620,2025-11-17T09:40:42.470026
DZ3932-0035,DZ3932-0035,Medium Duty Full Extension Cabinet Drawer Slide 350mm - DZ3932,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,1.52,False,,,,2025-11-17 09:32:36.145641,2025-11-17T09:40:42.470026
DZ3932-0040,DZ3932-0040,Medium Duty Full Extension Cabinet Drawer Slide 400mm - DZ3932,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,1.76,False,,,,2025-11-17 09:32:36.145663,2025-11-17T09:40:42.470026
DZ3932-0045,DZ3932-0045,Medium Duty Full Extension Cabinet Drawer Slide 450mm - DZ3932,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,2.0,False,,,,2025-11-17 09:32:36.145684,2025-11-17T09:40:42.470026
DZ3932-0050,DZ3932-0050,Medium Duty Full Extension Cabinet Drawer Slide 500mm - DZ3932,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,2.21,False,,,,2025-11-17 09:32:36.145705,2025-11-17T09:40:42.470026
DZ3932-0055,DZ3932-0055,Medium Duty Full Extension Cabinet Drawer Slide 550mm - DZ3932,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,2.44,False,,,,2025-11-17 09:32:36.145725,2025-11-17T09:40:42.470026
DZ3932-0060,DZ3932-0060,Medium Duty Full Extension Cabinet Drawer Slide 600mm - DZ3932,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,2.68,False,,,,2025-11-17 09:32:36.145746,2025-11-17T09:40:42.470026
DZ3932-0065,DZ3932-0065,Medium Duty Full Extension Cabinet Drawer Slide 650mm - DZ3932,,,,17412.0,"{'length_mm': [650.0], 'thickness_mm': [], 'extension_percent': []}",,2.9,False,,,,2025-11-17 09:32:36.145767,2025-11-17T09:40:42.470026
DZ3932-0070,DZ3932-0070,Medium Duty Full Extension Cabinet Drawer Slide 700mm - DZ3932,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,3.13,False,,,,2025-11-17 09:32:36.145787,2025-11-17T09:40:42.470026
DZ3932-0025,DZ3932-0025,Medium Duty Full Extension Cabinet Drawer Slide 250mm - DZ3932,,,,17385.0,"{'length_mm': [250.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145812,2025-11-17T09:40:42.470026
DZ3932-0030,DZ3932-0030,Medium Duty Full Extension Cabinet Drawer Slide 300mm - DZ3932,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145836,2025-11-17T09:40:42.470026
DZ3932-0035,DZ3932-0035,Medium Duty Full Extension Cabinet Drawer Slide 350mm - DZ3932,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145860,2025-11-17T09:40:42.470026
DZ3932-0040,DZ3932-0040,Medium Duty Full Extension Cabinet Drawer Slide 400mm - DZ3932,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145885,2025-11-17T09:40:42.470026
DZ3932-0045,DZ3932-0045,Medium Duty Full Extension Cabinet Drawer Slide 450mm - DZ3932,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145909,2025-11-17T09:40:42.470026
DZ3932-0050,DZ3932-0050,Medium Duty Full Extension Cabinet Drawer Slide 500mm - DZ3932,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145933,2025-11-17T09:40:42.470026
DZ3932-0055,DZ3932-0055,Medium Duty Full Extension Cabinet Drawer Slide 550mm - DZ3932,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145958,2025-11-17T09:40:42.470026
DZ3932-0060,DZ3932-0060,Medium Duty Full Extension Cabinet Drawer Slide 600mm - DZ3932,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.145982,2025-11-17T09:40:42.470026
DZ3932-0065,DZ3932-0065,Medium Duty Full Extension Cabinet Drawer Slide 650mm - DZ3932,,,,17412.0,"{'length_mm': [650.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.146010,2025-11-17T09:40:42.470026
DZ3932-0070,DZ3932-0070,Medium Duty Full Extension Cabinet Drawer Slide 700mm - DZ3932,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.146035,2025-11-17T09:40:42.470026
DS5334,DS5334,Medium Duty Stainless Steel Telescopic Slide DS5334,"The DS5334 Telescopic Slide: Medium Duty Stainless Steel Slide Suitable for Environments Subject to Corrosion The DS5334 medium duty slide comes in a high-grade stainless steel finish, making it well suited to tough environments where the slide may be subject to corrosion. Each of our slides are tested to twice their load capacity, ensuring smooth and reliable movement. Having been tested to 50,000 cycles, the DS5334 telescopic slide is capable of supporting medium duty applications of up to 90kg. This makes the DS5334 slide a reliable choice for use in applications like material handling equipment on production lines, outdoor storage and commercial kitchen fittings. Designed with over-travel for drawers, shelves and applications which require full access, the DS5334 slide makes it easy to access the back of a drawer or application. The front-disconnect feature also makes the drawer easy to remove and reinstall if required. However, if your application requires a slide which can support over 90kg then we would recommend our heavy duty DS5321 stainless steel slide, which can support up to 160-180kg. High-Grade 304 Stainless Steel Slide The slide can function in temperatures of between -20°C to +70°C, making it suitable for a range of applications. The DS5334 slide comes in a corrosion resistant stainless steel finish, commonly referred to as A2 or 304-grade stainless steel. The non-porous and corrosion resistant nature of the slide’s stainless steel finish means that the slide is more hygienic and easier to clean, which makes it a popular choice for kitchen fittings and hospital equipment. The 304-grade stainless steel and corrosion resistant finish also makes the slide especially well suited to the brewing industry and food processing plants. Bottom and Platform Mounting Options If your application requires the slide to be bottom or platform mounted for it to work efficiently, then we recommend purchasing the DS5334 telescopic slide with our DS63610 stainless steel brackets. You may need up to three or four pairs of brackets depending on the slide length and the configuration of the slides. The DS5334 telescopic slide is not suitable for flat mounting. Contact a member of our team for more information.","High-grade stainless steel slide suitable for harsh environments where the slide may be subject to corrosion. Full extension slide, making it easy to reach the back of the drawer or application. Front-disconnect feature also makes the drawer easy to remove and reinstall if required. Suitable for platform and bottom mounting when used with our DS63610 stainless steel bracket. Not suitable for flat mounting.",,,,,,False,Pair,,61.0,2025-11-17 09:32:36.146275,2025-11-17T09:40:42.470026
DS5334-0030,DS5334-0030,Medium Duty Stainless Steel Telescopic Slide 300mm DS5334-0030,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,1.66,False,,,,2025-11-17 09:32:36.146299,2025-11-17T09:40:42.470026
DS5334-0035,DS5334-0035,Medium Duty Stainless Steel Telescopic Slide 350mm DS5334-0035,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,1.95,False,,,,2025-11-17 09:32:36.146322,2025-11-17T09:40:42.470026
DS5334-0040,DS5334-0040,Medium Duty Stainless Steel Telescopic Slide 400mm DS5334-0040,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,2.25,False,,,,2025-11-17 09:32:36.146344,2025-11-17T09:40:42.470026
DS5334-0045,DS5334-0045,Medium Duty Stainless Steel Telescopic Slide 450mm DS5334-0045,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,2.56,False,,,,2025-11-17 09:32:36.146366,2025-11-17T09:40:42.470026
DS5334-0050,DS5334-0050,Medium Duty Stainless Steel Telescopic Slide 500mm DS5334-0050,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,2.8200000000000003,False,,,,2025-11-17 09:32:36.146387,2025-11-17T09:40:42.470026
DS5334-0055,DS5334-0055,Medium Duty Stainless Steel Telescopic Slide 550mm DS5334-0055,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,3.12,False,,,,2025-11-17 09:32:36.146409,2025-11-17T09:40:42.470026
DS5334-0060,DS5334-0060,Medium Duty Stainless Steel Telescopic Slide 600mm DS5334-0060,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,3.41,False,,,,2025-11-17 09:32:36.146431,2025-11-17T09:40:42.470026
DS5334-0070,DS5334-0070,Medium Duty Stainless Steel Telescopic Slide 700mm DS5334-0070,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,4.03,False,,,,2025-11-17 09:32:36.146452,2025-11-17T09:40:42.470026
DS5334-0080,DS5334-0080,Medium Duty Stainless Steel Telescopic Slide 800mm DS5334-0080,,,,17421.0,"{'length_mm': [800.0], 'thickness_mm': [], 'extension_percent': []}",,4.52,False,,,,2025-11-17 09:32:36.146474,2025-11-17T09:40:42.470026
DS5334-0030,DS5334-0030,Medium Duty Stainless Steel Telescopic Slide 300mm DS5334-0030,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.146500,2025-11-17T09:40:42.470026
DS5334-0035,DS5334-0035,Medium Duty Stainless Steel Telescopic Slide 350mm DS5334-0035,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.146526,2025-11-17T09:40:42.470026
DS5334-0040,DS5334-0040,Medium Duty Stainless Steel Telescopic Slide 400mm DS5334-0040,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.146551,2025-11-17T09:40:42.470026
DS5334-0045,DS5334-0045,Medium Duty Stainless Steel Telescopic Slide 450mm DS5334-0045,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.146576,2025-11-17T09:40:42.470026
DS5334-0050,DS5334-0050,Medium Duty Stainless Steel Telescopic Slide 500mm DS5334-0050,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.146602,2025-11-17T09:40:42.470026
DS5334-0055,DS5334-0055,Medium Duty Stainless Steel Telescopic Slide 550mm DS5334-0055,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.146627,2025-11-17T09:40:42.470026
DS5334-0060,DS5334-0060,Medium Duty Stainless Steel Telescopic Slide 600mm DS5334-0060,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.146652,2025-11-17T09:40:42.470026
DS5334-0070,DS5334-0070,Medium Duty Stainless Steel Telescopic Slide 700mm DS5334-0070,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.146678,2025-11-17T09:40:42.470026
DS5334-0080,DS5334-0080,Medium Duty Stainless Steel Telescopic Slide 800mm DS5334-0080,,,,17421.0,"{'length_mm': [800.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.146703,2025-11-17T09:40:42.470026
DZ2720,DZ2720,Light duty low profile telescopic slide DZ2720,"The DZ2720 light duty low profile telescopic slide: a compact zinc plated slide for cabinet drawers, retail displays and much more The light duty DZ2720 drawer slide has a slide thickness of 9.5mm and a minimum slide length of 200mm, making the compact slide the perfect fit for applications with limited space. Despite these slim dimensions, the slide runs smoothly and is able to reliably support up to 20kg. This slide’s stable movement makes it suitable for an endless list of applications, from retail fittings to office furniture. The drawer slide has also been tested to 80,000 cycles to ensure that the slide can withstand the frequent use these applications are often exposed to, with each cycle being the open and closure of the drawer slide. The slide’s 75% extension feature gives the user sufficient access to the drawer’s contents. If you require a similar slide with a full extension feature and a higher load rating of up to 30kg, see our DZ2730 telescopic slide. The DZ2730 has a larger slide thickness of 19mm but comes with our popular full extension feature which makes it much easier to reach the back of the drawer. Flat Mounting The DZ2720 slide is one of the few slides suitable for flat mounting, however it is important to remember that flat mounting reduces the product’s load capacity by 75% (to 5kg). For more information, refer to the datasheet and installation guide or contact us directly. For dimensional tolerances, download the 2D CAD drawing at the bottom of the page.","75% extension, for suitable access to the back of the application Corrosion resistant zinc finish (12 hours salt spray test) Suitable for flat mounting, however this will reduce the load rating by 75% (to 5kg) 9.5mm slide thickness, making the slide suitable for space-restricted applications A classic slide, designed for use in light duty applications like cabinet drawers, retail displays and operator workspaces",,,"{'length_mm': [9.5, 200.0, 19.0, 9.5], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,61.0,2025-11-17 09:32:36.146878,2025-11-17T09:40:42.470026
DZ2720-0020,DZ2720-0020,Light duty low profile telescopic slide 200mm DZ2720-0020,,,,17382.0,"{'length_mm': [200.0], 'thickness_mm': [], 'extension_percent': []}",,0.3,False,,,,2025-11-17 09:32:36.146901,2025-11-17T09:40:42.470026
DZ2720-0025,DZ2720-0025,Light duty low profile telescopic slide 250mm DZ2720-0025,,,,17385.0,"{'length_mm': [250.0], 'thickness_mm': [], 'extension_percent': []}",,0.36,False,,,,2025-11-17 09:32:36.146923,2025-11-17T09:40:42.470026
DZ2720-0030,DZ2720-0030,Light duty low profile telescopic slide 300mm DZ2720-0030,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,0.44,False,,,,2025-11-17 09:32:36.146945,2025-11-17T09:40:42.470026
DZ2720-0035,DZ2720-0035,Light duty low profile telescopic slide 350mm DZ2720-0035,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,0.52,False,,,,2025-11-17 09:32:36.146967,2025-11-17T09:40:42.470026
DZ2720-0040,DZ2720-0040,Light duty low profile telescopic slide 400mm DZ2720-0040,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,0.58,False,,,,2025-11-17 09:32:36.146989,2025-11-17T09:40:42.470026
DZ2720-0045,DZ2720-0045,Light duty low profile telescopic slide 450mm DZ2720-0045,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,0.66,False,,,,2025-11-17 09:32:36.147012,2025-11-17T09:40:42.470026
